Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
1872.896,-0.1,145,95.9,106/70,36.0
1872.9,-0.075,118,89.5,115/79,37.3
1872.904,-0.11,103,89.9,105/89,37.2
1872.908,-0.13,108,89.0,103/78,37.3
1872.912,-0.13,134,89.8,126/82,36.3
1872.916,-0.14,174,94.3,138/76,36.9
1872.92,-0.16,133,95.7,137/81,37.3
1872.924,-0.165,119,95.0,115/82,36.4
1872.928,-0.145,103,90.4,125/83,37.4
1872.932,-0.135,118,91.0,128/87,37.3
1872.936,-0.145,174,88.6,128/84,36.7
1872.94,-0.17,159,93.5,102/88,36.1
1872.944,-0.205,151,94.5,133/79,36.2
1872.948,-0.195,133,93.4,100/88,36.9
1872.952,-0.225,173,94.2,108/75,36.9
1872.956,-0.22,169,96.0,128/78,36.5
1872.96,-0.215,116,91.4,113/84,36.7
1872.964,-0.21,140,95.6,105/82,36.3
1872.968,-0.23,120,90.3,104/84,36.3
1872.972,-0.24,118,91.1,101/88,36.7
1872.976,-0.23,161,94.9,122/86,37.3
1872.98,-0.24,120,89.7,122/71,36.5
1872.984,-0.24,125,89.9,136/83,37.5
1872.988,-0.25,140,88.2,105/83,37.4
1872.992,-0.23,179,94.1,106/80,37.1
1872.996,-0.25,170,95.1,104/82,37.4
1873.0,-0.23,174,94.1,124/73,37.0
1873.004,-0.24,103,90.5,116/72,36.0
1873.008,-0.24,121,91.1,103/81,37.2
1873.012,-0.27,130,93.5,114/76,36.8
1873.016,-0.29,149,88.3,131/77,36.8
1873.02,-0.255,126,91.9,113/81,37.0
1873.024,-0.295,179,92.2,139/85,37.3
1873.028,-0.295,119,94.6,136/86,36.9
1873.032,-0.3,153,95.3,118/89,37.0
1873.036,-0.31,127,91.7,121/76,36.2
1873.04,-0.315,132,92.9,134/80,37.2
1873.044,-0.295,135,92.6,102/70,36.1
1873.048,-0.34,157,94.3,113/74,37.2
1873.052,-0.325,107,95.5,105/88,36.9
1873.056,-0.325,163,94.8,138/82,37.0
1873.06,-0.335,153,92.6,104/80,37.1
1873.064,-0.315,170,91.7,137/80,37.4
1873.068,-0.315,109,89.7,110/82,37.3
1873.072,-0.31,108,95.4,127/87,37.4
1873.076,-0.315,171,93.1,106/78,37.1
1873.08,-0.345,133,92.0,101/78,36.1
1873.084,-0.33,134,93.3,130/80,37.2
1873.088,-0.35,117,94.5,135/79,36.5
1873.092,-0.35,174,88.6,109/72,36.1
1873.096,-0.335,109,93.6,127/70,36.0
1873.1,-0.335,112,89.4,105/82,36.4
1873.104,-0.37,129,94.9,133/79,37.2
1873.108,-0.345,125,95.6,117/80,36.6
1873.112,-0.355,125,95.6,111/74,37.1
1873.116,-0.345,126,92.4,100/89,36.9
1873.12,-0.35,161,93.6,100/79,37.1
1873.124,-0.34,157,93.8,101/86,37.0
1873.128,-0.31,149,91.6,114/86,37.4
1873.132,-0.32,100,90.9,115/84,37.3
1873.136,-0.35,141,95.4,100/72,37.0
1873.14,-0.415,139,91.3,118/82,36.3
1873.144,-0.47,108,95.2,103/76,36.8
1873.148,-0.49,154,88.6,133/82,36.7
1873.152,-0.49,101,94.2,120/85,36.4
1873.156,-0.35,123,94.0,103/75,37.4
1873.16,-0.18,153,88.7,105/87,36.7
1873.164,0.005,128,91.9,115/85,37.5
1873.168,0.195,167,92.8,134/76,36.5
1873.172,0.295,140,90.7,127/76,36.3
1873.176,0.28,169,95.8,111/82,36.5
1873.18,-0.05,135,90.2,133/84,36.5
1873.184,-0.69,102,95.7,119/70,36.2
1873.188,-1.33,112,96.0,101/79,36.3
1873.192,-1.73,138,94.4,112/79,36.8
1873.196,-2.145,112,95.3,138/78,36.4
1873.2,-2.57,155,88.8,116/85,36.6
1873.204,-2.785,159,93.9,128/77,36.4
1873.208,-2.94,141,88.3,110/72,36.3
1873.212,-3.09,160,91.6,127/81,36.3
1873.216,-3.055,139,95.1,124/78,36.8
1873.22,-2.915,140,91.0,111/83,36.6
1873.224,-2.635,112,94.2,119/78,36.1
1873.228,-2.46,118,88.2,123/75,37.0
1873.232,-2.31,106,95.6,139/80,37.0
1873.236,-2.125,141,91.1,139/70,36.2
1873.24,-1.85,120,89.3,135/79,37.4
1873.244,-1.49,168,91.1,126/70,37.3
1873.248,-1.1,126,91.4,126/72,36.5
1873.252,-0.795,151,93.9,112/79,36.5
1873.256,-0.555,150,91.8,126/83,37.2
1873.26,-0.365,156,94.9,129/74,37.3
1873.264,-0.315,153,88.9,101/76,36.1
1873.268,-0.275,174,92.5,136/84,36.3
1873.272,-0.215,112,95.5,109/81,36.7
1873.276,-0.155,156,93.8,123/89,36.4
1873.28,-0.125,108,91.6,123/70,37.4
1873.284,-0.095,179,89.7,136/78,36.0
1873.288,-0.065,113,92.1,133/70,36.1
1873.292,-0.025,108,88.1,137/72,37.3
1873.296,0.0,158,91.1,104/71,36.8
1873.3,0.0,173,91.8,111/89,36.7
1873.304,0.035,104,91.3,131/87,36.7
1873.308,0.07,119,93.7,119/71,36.0
1873.312,0.08,147,89.8,101/86,36.6
1873.316,0.11,165,95.1,114/74,37.3
1873.32,0.1,106,95.7,100/71,36.7
1873.324,0.08,162,90.9,132/74,36.1
1873.328,0.07,153,94.4,139/72,36.1
1873.332,0.12,104,89.1,133/83,36.7
1873.336,0.14,130,93.9,137/77,36.2
1873.34,0.105,177,92.2,105/87,37.3
1873.344,0.09,136,93.7,118/71,36.0
1873.348,0.155,121,92.8,137/80,36.5
1873.352,0.155,125,90.2,139/70,36.5
1873.356,0.14,144,89.6,114/74,37.5
1873.36,0.115,118,88.4,122/71,36.0
1873.364,0.14,108,91.8,112/73,36.9
1873.368,0.125,159,88.9,117/75,36.3
1873.372,0.135,154,91.6,131/89,37.4
1873.376,0.12,124,88.3,122/79,36.4
1873.38,0.155,141,92.4,139/83,37.3
1873.384,0.145,165,90.0,107/86,37.2
1873.388,0.145,140,89.3,112/78,36.7
1873.392,0.145,146,92.9,116/81,37.2
1873.396,0.13,111,90.3,106/82,37.5
1873.4,0.145,160,95.4,110/77,36.9
1873.404,0.13,160,91.2,129/78,37.2
1873.408,0.135,160,92.4,106/73,37.3
1873.412,0.11,113,94.0,132/78,36.1
1873.416,0.09,161,95.4,109/84,37.1
1873.42,0.085,100,93.0,118/75,36.6
1873.424,0.105,109,91.3,110/80,36.2
1873.428,0.075,107,95.4,126/89,36.3
1873.432,0.03,125,90.7,126/75,36.1
1873.436,0.05,108,88.6,113/82,36.1
1873.44,0.035,165,89.2,113/81,36.7
1873.444,0.07,116,94.4,127/85,36.8
1873.448,0.05,113,91.6,117/75,36.3
1873.452,0.065,154,90.8,113/73,36.8
1873.456,0.115,155,95.6,130/81,36.7
1873.46,0.105,152,90.5,119/82,36.9
1873.464,0.08,116,89.3,138/81,36.1
1873.468,0.08,161,90.1,122/70,36.8
1873.472,0.085,178,93.9,119/84,37.4
1873.476,0.07,140,95.9,119/71,36.1
1873.48,0.075,123,89.1,100/87,37.0
1873.484,0.12,178,94.0,131/76,36.3
1873.488,0.13,128,93.9,122/84,37.0
1873.492,0.145,100,94.0,128/88,37.0
1873.496,0.15,115,90.9,100/85,36.9
1873.5,0.13,123,91.0,124/81,36.1
1873.504,0.155,157,92.7,122/81,37.5
1873.508,0.165,165,88.6,104/84,36.5
1873.512,0.185,176,90.6,139/71,36.8
1873.516,0.195,128,94.8,113/83,36.7
1873.52,0.23,158,89.0,116/86,37.0
1873.524,0.245,117,89.6,128/83,36.6
1873.528,0.26,136,88.6,119/81,36.5
1873.532,0.235,115,92.9,107/80,37.4
1873.536,0.23,169,95.0,116/77,36.1
1873.54,0.245,110,93.5,137/82,37.0
1873.544,0.26,133,90.6,111/71,36.7
1873.548,0.3,151,91.9,125/74,36.3
1873.552,0.315,125,88.5,133/70,36.8
1873.556,0.355,150,93.4,114/71,36.3
1873.56,0.36,143,90.4,139/78,36.4
1873.564,0.375,141,88.5,102/80,37.5
1873.568,0.395,131,93.5,121/71,36.8
1873.572,0.445,126,95.5,110/85,37.3
1873.576,0.43,154,95.3,116/75,36.7
1873.58,0.435,120,91.4,112/77,36.2
1873.584,0.455,177,94.6,129/82,36.1
1873.588,0.49,142,95.3,100/86,36.5
1873.592,0.48,172,92.4,136/72,37.3
1873.596,0.47,116,90.6,131/88,36.8
1873.6,0.485,113,93.3,122/81,36.9
1873.604,0.46,149,89.7,123/84,36.9
1873.608,0.445,162,94.4,112/82,37.0
1873.612,0.405,147,92.9,106/77,37.4
1873.616,0.405,131,91.8,112/74,36.6
1873.62,0.425,103,89.8,113/77,36.8
1873.624,0.425,114,89.5,116/74,36.3
1873.628,0.395,144,92.2,108/89,37.0
1873.632,0.4,104,89.9,133/83,36.3
1873.636,0.38,120,94.0,115/79,36.6
1873.64,0.37,116,95.7,120/81,37.0
1873.644,0.36,147,93.9,138/73,37.2
1873.648,0.375,104,90.7,137/81,36.7
1873.652,0.39,118,90.0,111/76,37.2
1873.656,0.365,111,93.2,112/80,36.9
1873.66,0.345,126,90.3,111/87,37.4
1873.664,0.36,178,92.7,136/70,36.4
1873.668,0.36,127,89.1,139/85,37.0
1873.672,0.35,143,89.8,120/78,36.7
1873.676,0.33,128,93.0,107/79,36.1
1873.68,0.3,123,88.8,137/78,36.3
1873.684,0.335,131,94.3,115/79,37.0
1873.688,0.315,148,89.8,123/74,36.2
1873.692,0.3,112,89.8,120/71,37.3
1873.696,0.295,166,91.5,131/75,36.9
1873.7,0.28,140,90.8,132/81,36.9
1873.704,0.28,153,94.1,138/73,36.7
1873.708,0.255,164,94.9,107/71,36.5
1873.712,0.225,168,89.5,130/70,37.4
1873.716,0.215,114,94.2,126/76,36.6
1873.72,0.195,168,93.7,139/74,36.7
1873.724,0.19,141,91.0,110/76,37.2
1873.728,0.145,100,93.4,130/86,36.4
1873.732,0.15,158,95.4,130/75,36.1
1873.736,0.175,158,91.7,133/71,37.5
1873.74,0.14,173,90.1,108/82,37.3
1873.744,0.115,135,90.9,108/76,37.3
1873.748,0.09,136,90.5,123/80,36.9
1873.752,0.105,120,90.3,139/86,36.9
1873.756,0.08,132,94.7,105/75,37.0
1873.76,0.08,176,91.0,120/82,37.0
1873.764,0.075,123,90.1,117/79,36.7
1873.768,0.085,114,89.2,114/88,36.3
1873.772,0.08,151,93.7,110/87,37.4
1873.776,0.055,121,91.7,103/88,36.7
1873.78,0.03,151,91.3,114/74,37.2
1873.784,0.055,152,93.3,118/75,36.6
1873.788,0.035,145,93.6,109/89,36.1
1873.792,0.04,165,88.0,120/79,36.3
1873.796,0.02,158,93.0,133/78,36.7
1873.8,0.03,111,93.4,117/87,36.3
1873.804,0.005,178,92.4,129/83,36.6
1873.808,-0.015,108,94.3,110/70,36.8
1873.812,-0.005,123,92.1,139/87,36.2
1873.816,-0.03,132,89.9,106/86,37.3
1873.82,-0.02,129,93.4,127/89,36.5
1873.824,-0.025,102,92.7,122/88,37.2
1873.828,-0.075,132,89.6,112/85,36.5
1873.832,-0.04,143,90.7,112/71,36.5
1873.836,-0.075,103,94.9,131/87,36.8
1873.84,-0.11,166,94.4,101/76,37.1
1873.844,-0.105,140,92.2,108/85,36.3
1873.848,-0.125,167,92.3,118/70,36.7
1873.852,-0.115,175,92.8,118/76,37.2
1873.856,-0.12,115,90.7,111/88,36.0
1873.86,-0.155,111,88.5,114/83,36.7
1873.864,-0.155,156,90.9,139/85,37.4
1873.868,-0.14,142,91.8,112/76,36.5
1873.872,-0.195,125,95.0,121/86,37.4
1873.876,-0.18,158,88.0,109/77,37.4
1873.88,-0.185,118,90.8,127/70,36.5
1873.884,-0.185,110,88.2,129/84,36.9
1873.888,-0.19,173,95.5,113/86,36.8
1873.892,-0.22,147,95.0,132/73,36.9
1873.896,-0.19,139,95.3,100/70,36.5
1873.9,-0.155,108,95.0,110/72,36.6
1873.904,-0.16,146,95.7,111/85,36.5
1873.908,-0.175,153,90.5,139/70,37.3
1873.912,-0.18,136,90.4,105/76,36.7
1873.916,-0.15,139,91.8,114/81,36.8
1873.92,-0.145,108,92.0,132/71,36.5
1873.924,-0.165,120,95.0,131/78,37.1
1873.928,-0.16,179,94.6,132/71,37.2
1873.932,-0.15,125,94.3,119/72,36.8
1873.936,-0.145,108,89.4,134/87,36.6
1873.94,-0.16,140,95.0,127/74,36.1
1873.944,-0.17,100,92.7,131/86,36.6
1873.948,-0.17,168,94.5,119/70,36.1
1873.952,-0.16,149,90.1,133/71,37.3
1873.956,-0.15,108,88.9,113/89,36.8
1873.96,-0.145,119,93.9,133/89,37.1
1873.964,-0.15,151,90.0,119/89,36.9
1873.968,-0.14,163,95.6,105/82,36.3
1873.972,-0.15,114,88.6,134/78,37.3
1873.976,-0.16,113,94.4,116/75,37.1
1873.98,-0.18,124,94.9,117/86,37.0
1873.984,-0.175,147,89.9,100/83,37.3
1873.988,-0.155,173,93.4,114/71,36.7
1873.992,-0.165,127,88.5,101/87,36.1
1873.996,-0.165,111,89.0,117/73,36.2
1874.0,-0.15,157,92.8,132/83,36.5
1874.004,-0.12,167,88.9,136/77,36.7
1874.008,-0.13,137,89.6,106/76,36.8
1874.012,-0.13,104,95.8,105/80,36.8
1874.016,-0.14,145,88.7,106/87,37.0
1874.02,-0.145,114,95.4,116/76,37.2
1874.024,-0.1,114,88.7,129/84,36.1
1874.028,-0.07,130,94.2,129/70,36.9
1874.032,-0.065,111,88.1,100/80,36.4
1874.036,-0.13,172,88.7,110/87,37.5
1874.04,-0.14,129,93.9,122/71,36.7
1874.044,-0.13,113,91.1,124/83,37.1
1874.048,-0.135,158,90.1,121/83,37.1
1874.052,-0.13,160,91.7,108/74,36.7
1874.056,-0.16,102,95.1,101/84,36.7
1874.06,-0.14,162,94.3,134/70,36.1
1874.064,-0.13,113,89.8,136/70,37.0
1874.068,-0.14,168,92.2,103/79,36.8
1874.072,-0.16,173,90.5,129/89,37.2
1874.076,-0.14,120,94.4,135/79,36.7
1874.08,-0.145,102,93.6,106/76,36.5
1874.084,-0.12,165,90.3,106/81,36.5
1874.088,-0.1,122,89.2,110/82,36.2
1874.092,-0.115,152,88.4,102/83,37.2
1874.096,-0.145,165,95.9,126/89,36.0
1874.1,-0.12,112,88.2,110/80,36.9
1874.104,-0.12,140,88.5,103/75,37.1
1874.108,-0.115,106,93.0,122/79,36.2
1874.112,-0.13,159,90.9,118/84,36.1
1874.116,-0.13,168,90.7,130/79,36.3
1874.12,-0.095,121,91.5,110/71,36.5
1874.124,-0.1,129,88.2,104/75,36.8
1874.128,-0.11,148,92.3,113/87,36.4
1874.132,-0.105,113,92.7,135/71,36.7
1874.136,-0.085,156,94.8,104/86,36.8
1874.14,-0.08,117,94.3,102/86,36.8
1874.144,-0.095,114,91.9,109/84,36.9
1874.148,-0.105,146,92.5,124/85,37.4
1874.152,-0.12,106,90.5,106/89,36.5
1874.156,-0.115,109,92.9,134/84,36.5
1874.16,-0.125,149,94.1,128/76,37.4
1874.164,-0.105,106,91.7,111/71,37.3
1874.168,-0.1,165,94.0,124/88,36.1
1874.172,-0.12,163,93.7,121/85,37.2
1874.176,-0.115,173,89.0,139/84,36.3
1874.18,-0.12,168,94.7,115/79,36.3
1874.184,-0.115,114,91.6,128/85,36.8
1874.188,-0.09,162,92.3,105/83,36.8
1874.192,-0.085,105,93.4,116/83,36.1
1874.196,-0.095,111,95.4,112/79,36.5
1874.2,-0.08,159,89.3,113/83,37.3
1874.204,-0.08,160,91.1,127/74,36.6
1874.208,-0.105,115,95.1,128/85,36.0
1874.212,-0.08,151,92.6,129/85,36.5
1874.216,-0.085,107,94.0,117/80,36.9
1874.22,-0.1,164,91.8,110/75,37.5
1874.224,-0.06,165,93.5,105/77,36.5
1874.228,-0.075,141,93.6,103/71,37.1
1874.232,-0.05,117,88.4,120/82,36.5
1874.236,-0.045,136,91.4,127/83,36.4
1874.24,-0.045,133,93.2,113/80,36.7
1874.244,-0.04,107,92.1,130/80,36.7
1874.248,-0.02,153,89.5,131/85,36.9
1874.252,-0.055,120,90.2,127/81,36.5
1874.256,-0.04,158,88.8,126/86,36.9
1874.26,0.0,158,95.5,128/89,36.5
1874.264,-0.02,147,92.6,133/86,36.4
1874.268,0.025,147,91.4,126/74,36.5
1874.272,0.03,120,94.7,125/80,37.2
1874.276,-0.005,107,94.5,109/88,37.1
1874.28,-0.04,103,94.0,131/75,37.3
1874.284,-0.065,125,95.3,130/82,36.3
1874.288,-0.055,143,88.2,102/82,36.5
1874.292,-0.06,163,91.2,129/84,37.0
1874.296,-0.04,176,95.0,119/75,36.4
1874.3,-0.02,167,88.1,111/71,36.6
1874.304,-0.005,116,92.7,128/82,37.4
1874.308,-0.03,127,91.1,113/73,37.2
1874.312,-0.025,134,90.5,121/71,36.6
1874.316,-0.005,179,91.6,110/88,36.9
1874.32,-0.04,100,93.8,132/77,37.4
1874.324,-0.08,105,88.7,122/85,36.8
1874.328,-0.085,129,92.9,115/72,36.8
1874.332,-0.09,136,90.3,123/75,37.2
1874.336,-0.09,145,95.9,103/73,36.2
1874.34,-0.07,166,90.5,107/85,36.3
1874.344,-0.095,159,93.6,109/72,37.4
1874.348,-0.105,116,92.4,111/80,36.6
1874.352,-0.14,118,93.4,129/70,36.2
1874.356,-0.165,179,93.1,129/74,37.3
1874.36,-0.14,115,88.4,111/72,36.1
1874.364,-0.105,178,89.9,102/73,36.5
1874.368,-0.12,125,88.0,101/80,36.8
1874.372,-0.125,172,90.3,121/76,36.0
1874.376,-0.1,115,89.7,103/75,36.0
1874.38,-0.07,100,90.5,125/88,37.3
1874.384,-0.045,141,89.8,101/85,36.6
1874.388,-0.095,126,93.9,119/79,36.6
1874.392,-0.09,129,92.1,103/76,36.4
1874.396,-0.07,118,91.3,122/83,37.1
1874.4,-0.055,114,88.8,120/75,36.3
1874.404,-0.085,104,94.8,116/72,36.7
1874.408,-0.065,125,88.3,136/83,37.3
1874.412,-0.055,130,88.2,103/87,36.5
1874.416,-0.08,129,89.7,100/88,37.1
1874.42,-0.08,159,90.1,129/78,36.5
1874.424,-0.06,156,89.9,109/72,36.9
1874.428,-0.055,178,91.7,100/78,36.5
1874.432,-0.03,169,94.5,132/82,36.7
1874.436,-0.025,148,93.6,125/74,37.0
1874.44,0.01,141,95.5,123/79,36.3
1874.444,0.025,138,95.1,134/70,36.8
1874.448,0.015,131,90.2,116/77,36.3
1874.452,0.04,158,94.0,105/85,36.3
1874.456,0.025,127,95.8,120/73,36.6
1874.46,0.035,131,93.1,120/78,37.0
1874.464,0.065,157,90.2,127/79,36.0
1874.468,0.07,113,90.0,127/88,36.1
1874.472,0.09,154,89.1,132/80,36.9
1874.476,0.1,177,90.7,117/75,37.3
1874.48,0.085,151,89.2,115/72,37.3
1874.484,0.065,124,92.1,101/80,36.9
1874.488,0.07,102,93.0,119/71,36.2
1874.492,0.055,160,88.8,103/87,36.5
1874.496,0.06,130,90.8,112/88,37.0
1874.5,0.025,169,93.5,138/76,36.7
1874.504,0.02,160,94.8,129/83,36.0
1874.508,0.04,106,95.7,116/78,36.7
1874.512,0.02,142,94.5,132/82,37.4
1874.516,0.02,101,88.3,122/80,36.0
1874.52,0.025,141,94.4,121/77,37.0
1874.524,0.0,105,90.2,129/77,36.9
1874.528,-0.03,132,94.2,118/83,37.1
1874.532,-0.055,167,92.8,120/81,36.4
1874.536,-0.05,156,91.5,105/78,36.3
1874.54,-0.04,176,89.4,121/83,37.4
1874.544,-0.055,170,91.5,117/79,36.9
1874.548,-0.04,143,89.1,105/79,36.8
1874.552,-0.065,107,95.0,103/76,36.9
1874.556,-0.1,100,95.8,136/78,36.8
1874.56,-0.1,127,89.5,100/86,36.2
1874.564,-0.09,131,92.8,121/83,37.2
1874.568,-0.08,158,94.1,139/71,36.9
1874.572,-0.1,100,95.7,101/83,36.5
1874.576,-0.07,152,90.1,117/80,36.3
1874.58,-0.07,130,91.4,122/72,36.6
1874.584,-0.065,129,90.0,129/84,37.2
1874.588,-0.06,154,92.1,106/74,37.3
1874.592,-0.08,144,93.9,132/83,37.3
1874.596,-0.06,158,93.2,112/85,37.2
1874.6,-0.05,117,88.4,134/87,37.5
1874.604,-0.065,154,94.5,112/82,36.3
1874.608,-0.065,176,95.4,132/80,37.1
1874.612,-0.065,121,94.3,128/79,37.5
1874.616,-0.03,145,95.0,116/89,36.8
1874.62,-0.025,132,88.5,124/76,36.4
1874.624,-0.025,116,91.5,105/83,37.0
1874.628,-0.04,100,90.0,128/76,36.4
1874.632,-0.03,157,91.3,121/85,36.2
1874.636,-0.025,131,90.6,109/71,37.4
1874.64,-0.015,118,91.5,102/83,36.9
1874.644,0.0,174,94.8,107/87,36.3
1874.648,0.025,140,91.7,127/86,37.5
1874.652,0.02,139,89.5,123/71,36.9
1874.656,0.03,127,95.2,127/85,36.2
1874.66,0.02,171,91.2,104/77,36.4
1874.664,0.02,133,93.4,129/87,37.4
1874.668,-0.015,121,93.5,107/77,36.9
1874.672,-0.04,177,91.0,112/75,37.1
1874.676,-0.025,125,92.0,120/86,36.7
1874.68,-0.005,128,88.5,121/78,36.4
1874.684,-0.015,156,92.9,125/78,37.0
1874.688,-0.055,100,95.2,105/87,37.3
1874.692,-0.065,169,89.1,103/80,36.2
1874.696,-0.065,107,92.2,109/82,36.3
1874.7,-0.075,170,93.8,114/77,37.4
1874.704,-0.115,145,93.4,134/78,36.4
1874.708,-0.125,168,89.5,110/83,36.8
1874.712,-0.09,136,93.2,111/84,36.7
1874.716,-0.07,150,93.5,113/73,36.2
1874.72,-0.07,160,89.0,113/86,36.7
1874.724,-0.085,157,91.5,139/89,37.0
1874.728,-0.115,106,93.4,132/81,36.2
1874.732,-0.11,167,88.2,113/74,36.9
1874.736,-0.13,156,94.2,115/80,37.4
1874.74,-0.165,115,89.1,104/86,37.1
1874.744,-0.125,110,94.8,118/79,36.9
1874.748,-0.125,160,88.7,119/75,37.3
1874.752,-0.155,142,95.6,110/76,36.8
1874.756,-0.15,168,91.9,139/80,37.1
1874.76,-0.13,160,92.2,104/73,36.3
1874.764,-0.14,140,90.6,124/82,36.5
1874.768,-0.12,136,93.9,108/73,36.5
1874.772,-0.17,111,90.9,119/72,36.4
1874.776,-0.2,170,92.2,128/70,36.2
1874.78,-0.145,164,95.5,118/87,36.4
1874.784,-0.15,148,89.9,123/89,36.3
1874.788,-0.11,120,88.6,107/77,36.8
1874.792,-0.095,178,91.1,106/82,36.0
1874.796,-0.075,161,90.8,117/75,36.4
1874.8,-0.08,126,88.0,119/77,36.9
1874.804,-0.055,176,89.6,109/79,37.3
1874.808,-0.065,120,91.1,111/88,36.8
1874.812,-0.08,162,90.0,109/76,37.3
1874.816,-0.06,166,91.0,128/82,36.3
1874.82,-0.045,138,88.5,109/70,36.3
1874.824,-0.04,119,94.7,102/78,36.6
1874.828,-0.035,138,89.0,114/86,37.4
1874.832,-0.035,177,92.4,129/88,36.5
1874.836,-0.015,122,91.0,100/88,37.0
1874.84,-0.025,121,91.5,105/76,36.7
1874.844,-0.04,105,89.4,135/80,36.9
1874.848,-0.025,116,88.3,126/72,37.1
1874.852,-0.02,113,91.9,133/79,36.4
1874.856,-0.02,122,89.9,110/79,36.6
1874.86,-0.05,144,95.8,114/71,36.4
1874.864,-0.045,175,92.9,135/83,36.6
1874.868,-0.07,168,94.9,124/85,37.4
1874.872,-0.06,108,93.5,120/73,36.4
1874.876,-0.075,158,95.1,128/80,37.3
1874.88,-0.07,130,88.9,128/86,36.5
1874.884,-0.06,159,89.3,106/81,37.2
1874.888,-0.1,112,91.9,104/83,36.5
1874.892,-0.09,100,94.8,111/70,36.9
1874.896,-0.07,173,94.6,128/74,37.3
1874.9,-0.08,151,90.0,123/87,36.4
1874.904,-0.09,143,89.4,125/84,36.7
1874.908,-0.105,157,95.6,110/85,36.4
1874.912,-0.125,148,89.0,109/78,37.0
1874.916,-0.12,127,93.7,108/72,37.3
1874.92,-0.115,144,94.9,127/77,37.4
1874.924,-0.135,101,95.0,127/75,36.9
1874.928,-0.125,158,89.3,102/73,37.4
1874.932,-0.105,137,89.8,116/73,37.4
1874.936,-0.115,103,89.7,118/85,36.7
1874.94,-0.13,153,91.9,139/73,37.4
1874.944,-0.155,112,94.7,126/83,36.4
1874.948,-0.135,118,90.2,116/74,36.6
1874.952,-0.11,173,95.2,107/70,37.0
1874.956,-0.12,133,92.0,115/76,36.7
1874.96,-0.125,146,92.4,100/78,36.0
1874.964,-0.135,157,92.3,135/70,37.0
1874.968,-0.13,125,91.0,127/75,37.3
1874.972,-0.11,164,90.4,138/85,36.5
1874.976,-0.14,133,93.3,116/88,37.4
1874.98,-0.12,117,95.0,128/75,36.5
1874.984,-0.095,112,91.3,101/88,36.8
1874.988,-0.08,142,93.0,128/83,36.4
1874.992,-0.07,109,95.5,128/78,36.0
1874.996,-0.055,116,93.2,134/80,36.4
1875.0,-0.055,114,92.4,117/83,37.0
1875.004,-0.02,102,90.1,136/87,37.0
1875.008,-0.01,142,89.1,101/85,36.5
1875.012,-0.01,174,92.3,136/76,36.5
1875.016,0.015,120,92.8,113/86,36.7
1875.02,0.015,152,96.0,127/75,37.4
1875.024,0.035,128,92.2,113/73,36.8
1875.028,0.02,109,88.6,125/79,36.8
1875.032,-0.005,170,90.9,108/88,36.7
1875.036,0.05,142,93.4,111/72,36.3
1875.04,0.035,141,94.1,109/76,36.8
1875.044,0.025,129,96.0,117/75,36.4
1875.048,0.025,171,93.8,100/83,36.7
1875.052,0.025,125,94.7,101/75,37.1
1875.056,0.035,138,88.8,103/84,36.6
1875.06,0.16,166,95.7,139/85,36.4
1875.064,0.395,112,95.1,117/73,36.5
1875.068,0.7,129,95.8,123/82,37.3
1875.072,0.95,102,89.7,124/79,36.8
1875.076,1.23,161,88.7,130/87,37.2
1875.08,1.54,145,95.7,118/73,37.4
1875.084,1.85,168,95.7,126/85,36.1
1875.088,2.01,151,95.0,118/74,37.2
1875.092,2.015,172,94.5,119/77,37.5
1875.096,1.93,134,90.2,101/80,37.0
1875.1,1.5,167,89.9,118/84,36.3
1875.104,1.055,118,90.4,117/71,37.0
1875.108,0.875,101,89.1,129/85,36.7
1875.112,0.52,150,94.0,114/79,37.4
1875.116,-0.12,112,93.1,103/86,36.5
1875.12,-0.76,132,88.4,128/78,36.1
1875.124,-1.335,131,90.9,125/78,37.3
1875.128,-1.435,171,88.8,113/87,36.2
1875.132,-1.35,161,89.3,108/85,37.0
1875.136,-1.18,159,90.7,107/74,36.5
1875.14,-0.94,163,89.3,111/74,36.0
1875.144,-0.73,131,93.9,110/72,37.0
1875.148,-0.615,136,95.8,126/72,36.4
1875.152,-0.56,109,92.9,119/80,36.5
1875.156,-0.49,159,94.8,135/71,37.0
1875.16,-0.435,161,91.9,113/79,36.3
1875.164,-0.41,103,93.2,114/82,36.7
1875.168,-0.395,110,88.7,117/78,36.6
1875.172,-0.4,142,96.0,120/79,37.0
1875.176,-0.39,155,90.0,129/75,37.0
1875.18,-0.425,112,90.5,105/70,36.6
1875.184,-0.405,161,91.2,116/79,36.5
1875.188,-0.38,172,93.4,112/75,36.8
1875.192,-0.375,108,88.5,128/89,36.9
1875.196,-0.365,159,93.5,129/88,36.3
1875.2,-0.375,122,88.4,128/71,36.4
1875.204,-0.375,115,95.0,116/77,36.0
1875.208,-0.39,128,91.3,137/86,36.2
1875.212,-0.38,164,93.6,125/81,36.3
1875.216,-0.405,159,90.4,121/89,36.8
1875.22,-0.42,154,92.6,107/85,36.7
1875.224,-0.4,128,95.1,120/74,36.8
1875.228,-0.405,101,90.8,116/73,36.1
1875.232,-0.425,152,96.0,113/83,36.1
1875.236,-0.425,125,88.1,100/71,37.2
1875.24,-0.44,121,95.2,101/79,37.3
1875.244,-0.435,141,92.1,136/75,36.4
1875.248,-0.465,126,93.9,133/70,36.8
